,ST_EXP
8131,142.5
8132,127.5
8133,142.5
8134,142.5
8135,142.5
8136,142.5
8137,157.5
8138,157.5
8139,142.5
8140,142.5
8141,142.5
8142,127.5
8143,142.5
8144,150.0
8145,142.5
8146,142.5
8147,120.0
8148,112.5
8149,127.5
8150,120.0
8151,112.5
8152,112.5
8153,82.5
8154,142.5
8155,142.5
8156,142.5
8157,142.5
8158,97.5
8159,142.5
8160,142.5
8161,187.5
8162,142.5
8163,142.5
8164,112.5
8165,142.5
8166,142.5
8167,142.5
8168,142.5
8169,142.5
8170,142.5
8171,142.5
8172,142.5
8173,142.5
8174,142.5
8175,142.5
8176,112.5
8177,157.5
8178,112.5
8179,97.5
8180,112.5
8181,127.5
8182,112.5
8183,127.5
8184,135.0
8185,127.5
8186,150.0
8187,157.5
8188,127.5
8189,112.5
8190,105.0
8191,112.5
8192,97.5
8193,105.0
8194,142.5
8195,142.5
8196,142.5
8197,142.5
8198,112.5
8199,142.5
8200,67.5
8201,142.5
8202,82.5
8203,112.5
8204,142.5
8205,112.5
8206,120.0
8207,150.0
8208,142.5
8209,142.5
8210,157.5
8211,142.5
8212,142.5
8213,112.5
8214,172.5
8215,97.5
8216,105.0
8217,105.0
8218,142.5
8219,112.5
8220,112.5
8221,105.0
8222,142.5
8223,135.0
8224,142.5
8225,127.5
8226,142.5
8227,135.0
8228,142.5
8229,150.0
8230,150.0
8231,172.5
8232,202.5
8233,277.5
8234,67.5
8235,60.0
8236,157.5
8237,202.5
8238,52.5
8239,15.0
8240,202.5
8241,22.5
8242,60.0
8243,45.0
8244,45.0
8245,142.5
8246,22.5
8247,67.5
8248,67.5
8249,22.5
8250,37.5
8251,217.5
8252,165.0
8253,210.0
8254,172.5
8255,52.5
8256,82.5
8257,60.0
8258,157.5
8259,165.0
8260,187.5
8261,172.5
8262,37.5
8263,127.5
8264,97.5
8265,37.5
8266,202.5
8267,247.5
8268,262.5
8269,45.0
8270,75.0
8271,60.0
8272,60.0
8273,60.0
8274,52.5
8275,60.0
8276,67.5
8277,52.5
8278,75.0
8279,142.5
8280,30.0
8281,30.0
8282,15.0
8283,52.5
8284,142.5
8285,60.0
8286,52.5
8287,60.0
8288,60.0
8289,210.0
8290,165.0
8291,30.0
8292,30.0
8293,30.0
8294,37.5
8295,52.5
8296,157.5
8297,157.5
8298,67.5
8299,157.5
8300,187.5
8301,187.5
8302,37.5
8303,172.5
8304,15.0
8305,45.0
8306,75.0
8307,67.5
8308,52.5
8309,60.0
8310,172.5
8311,172.5
8312,157.5
8313,165.0
8314,142.5
8315,67.5
8316,52.5
8317,52.5
8318,45.0
8319,172.5
8320,172.5
8321,172.5
8322,135.0
8323,172.5
8324,172.5
8325,157.5
8326,150.0
8327,157.5
8328,157.5
8329,172.5
8330,157.5
8331,157.5
8332,97.5
8333,142.5
8334,202.5
8335,165.0
8336,187.5
8337,172.5
8338,172.5
8339,157.5
8340,172.5
8341,157.5
8342,157.5
8343,142.5
8344,82.5
8345,142.5
8346,142.5
8347,157.5
8348,15.0
8349,187.5
8350,172.5
8351,142.5
8352,165.0
8353,240.0
8354,172.5
8355,187.5
8356,45.0
8357,172.5
8358,202.5
8359,135.0
8360,142.5
8361,142.5
8362,150.0
8363,45.0
8364,105.0
8365,60.0
8366,135.0
8367,15.0
8368,142.5
8369,67.5
8370,172.5
8371,217.5
8372,52.5
8373,135.0
8374,112.5
8375,60.0
8376,45.0
8377,15.0
8378,172.5
8379,180.0
8380,37.5
8381,172.5
8382,195.0
8383,187.5
8384,22.5
8385,52.5
8386,60.0
8387,45.0
8388,67.5
8389,52.5
8390,82.5
8391,30.0
8392,15.0
8393,67.5
8394,15.0
8395,37.5
8396,142.5
8397,172.5
8398,150.0
8399,142.5
8400,22.5
8401,210.0
8402,22.5
8403,165.0
8404,187.5
8405,202.5
8406,30.0
8407,52.5
8408,22.5
8409,172.5
8410,52.5
8411,157.5
8412,60.0
8413,187.5
8414,60.0
8415,157.5
8416,75.0
8417,180.0
8418,165.0
8419,82.5
8420,15.0
8421,187.5
8422,37.5
8423,67.5
8424,82.5
8425,30.0
8426,187.5
8427,217.5
8428,232.5
8429,142.5
8430,240.0
8431,202.5
8432,157.5
8433,232.5
8434,195.0
8435,225.0
8436,232.5
8437,195.0
8438,210.0
8439,180.0
8440,172.5
8441,232.5
8442,127.5
8443,127.5
8444,127.5
8445,142.5
8446,247.5
8447,165.0
8448,112.5
8449,232.5
8450,232.5
8451,135.0
8452,142.5
8453,172.5
8454,112.5
8455,157.5
8456,217.5
8457,142.5
8458,142.5
8459,112.5
8460,97.5
8461,112.5
8462,120.0
8463,135.0
8464,112.5
8465,112.5
8466,142.5
8467,127.5
8468,105.0
8469,112.5
8470,120.0
8471,105.0
8472,112.5
8473,120.0
8474,105.0
8475,120.0
8476,202.5
8477,97.5
8478,112.5
8479,127.5
8480,97.5
8481,97.5
8482,127.5
8483,157.5
8484,187.5
8485,150.0
8486,112.5
8487,165.0
8488,112.5
8489,82.5
8490,157.5
8491,157.5
8492,180.0
8493,105.0
8494,97.5
8495,157.5
8496,127.5
8497,157.5
8498,195.0
8499,112.5
8500,97.5
8501,187.5
8502,217.5
8503,127.5
8504,195.0
8505,157.5
8506,202.5
8507,202.5
8508,202.5
8509,187.5
8510,142.5
8511,202.5
8512,187.5
8513,217.5
8514,142.5
8515,187.5
8516,217.5
8517,172.5
8518,202.5
8519,187.5
8520,187.5
8521,247.5
8522,97.5
8523,82.5
8524,112.5
8525,157.5
8526,172.5
8527,112.5
8528,112.5
8529,172.5
8530,105.0
8531,187.5
8532,172.5
8533,127.5
8534,217.5
8535,202.5
8536,210.0
8537,150.0
8538,217.5
8539,142.5
8540,150.0
8541,112.5
8542,112.5
8543,120.0
8544,97.5
8545,135.0
8546,172.5
8547,127.5
8548,285.0
8549,187.5
8550,217.5
8551,217.5
8552,142.5
8553,97.5
8554,217.5
8555,157.5
8556,217.5
8557,232.5
8558,187.5
8559,202.5
8560,187.5
8561,202.5
8562,195.0
8563,232.5
8564,202.5
8565,240.0
8566,232.5
8567,195.0
8568,217.5
8569,202.5
8570,232.5
8571,217.5
8572,247.5
8573,232.5
8574,217.5
8575,202.5
8576,202.5
8577,225.0
8578,262.5
8579,202.5
8580,210.0
8581,142.5
8582,202.5
8583,120.0
8584,127.5
8585,127.5
8586,195.0
8587,127.5
8588,150.0
8589,127.5
8590,127.5
8591,127.5
8592,135.0
8593,127.5
8594,127.5
8595,127.5
8596,127.5
8597,97.5
8598,217.5
8599,127.5
8600,142.5
8601,142.5
8602,232.5
8603,255.0
8604,262.5
8605,262.5
8606,142.5
8607,157.5
8608,187.5
8609,277.5
8610,277.5
8611,187.5
8612,202.5
8613,202.5
8614,195.0
8615,247.5
8616,240.0
8617,195.0
8618,142.5
8619,142.5
8620,142.5
8621,142.5
8622,127.5
8623,105.0
8624,187.5
8625,187.5
8626,187.5
8627,195.0
8628,187.5
8629,187.5
8630,187.5
8631,172.5
8632,232.5
8633,172.5
8634,157.5
8635,105.0
8636,67.5
8637,112.5
8638,105.0
8639,120.0
8640,127.5
8641,180.0
8642,172.5
8643,187.5
8644,157.5
8645,210.0
8646,180.0
8647,172.5
8648,187.5
8649,232.5
8650,202.5
8651,195.0
8652,217.5
8653,187.5
8654,232.5
8655,187.5
8656,180.0
8657,157.5
8658,187.5
8659,187.5
8660,127.5
8661,97.5
8662,112.5
8663,157.5
8664,75.0
8665,97.5
8666,120.0
8667,157.5
8668,150.0
8669,97.5
8670,142.5
8671,90.0
8672,97.5
8673,150.0
8674,105.0
8675,82.5
8676,82.5
8677,105.0
8678,112.5
8679,82.5
8680,82.5
8681,90.0
8682,142.5
8683,97.5
8684,112.5
8685,217.5
8686,172.5
8687,142.5
8688,127.5
8689,142.5
8690,142.5
8691,180.0
8692,172.5
8693,165.0
8694,142.5
8695,225.0
8696,165.0
8697,202.5
8698,172.5
8699,217.5
8700,195.0
8701,150.0
8702,157.5
8703,187.5
8704,157.5
8705,225.0
8706,157.5
8707,187.5
8708,180.0
8709,172.5
8710,187.5
8711,75.0
8712,112.5
8713,105.0
8714,97.5
8715,142.5
8716,127.5
8717,150.0
8718,82.5
8719,90.0
8720,97.5
8721,90.0
8722,127.5
8723,150.0
8724,97.5
8725,67.5
8726,82.5
8727,97.5
8728,90.0
8729,97.5
8730,97.5
8731,97.5
8732,82.5
8733,97.5
8734,105.0
8735,97.5
8736,90.0
8737,135.0
8738,135.0
8739,217.5
8740,112.5
8741,187.5
8742,127.5
8743,210.0
8744,172.5
8745,142.5
8746,187.5
8747,195.0
8748,210.0
8749,150.0
8750,157.5
8751,187.5
8752,225.0
8753,157.5
8754,232.5
8755,97.5
8756,90.0
8757,135.0
8758,112.5
8759,202.5
8760,172.5
8761,172.5
8762,142.5
8763,97.5
8764,157.5
8765,82.5
8766,97.5
8767,82.5
8768,82.5
8769,82.5
8770,90.0
8771,97.5
8772,135.0
8773,97.5
8774,120.0
8775,97.5
8776,75.0
8777,217.5
8778,127.5
8779,142.5
8780,172.5
8781,142.5
8782,157.5
8783,157.5
8784,172.5
8785,165.0
8786,187.5
8787,172.5
8788,172.5
8789,210.0
8790,172.5
8791,180.0
8792,157.5
8793,157.5
8794,187.5
8795,187.5
8796,187.5
8797,187.5
8798,127.5
8799,172.5
8800,202.5
8801,225.0
8802,187.5
8803,172.5
8804,172.5
8805,172.5
8806,232.5
8807,172.5
8808,172.5
8809,172.5
8810,187.5
8811,195.0
8812,187.5
8813,187.5
8814,187.5
8815,187.5
8816,172.5
8817,172.5
8818,187.5
8819,217.5
8820,172.5
8821,225.0
8822,187.5
8823,187.5
8824,172.5
8825,202.5
8826,187.5
8827,127.5
8828,262.5
8829,195.0
8830,180.0
8831,165.0
8832,165.0
8833,217.5
8834,262.5
8835,217.5
8836,172.5
8837,217.5
8838,187.5
8839,180.0
8840,180.0
8841,165.0
8842,157.5
8843,172.5
8844,232.5
8845,232.5
8846,142.5
8847,172.5
8848,172.5
8849,195.0
8850,157.5
8851,172.5
8852,217.5
8853,195.0
8854,135.0
8855,187.5
8856,217.5
8857,240.0
8858,150.0
8859,195.0
8860,142.5
8861,187.5
8862,180.0
8863,135.0
8864,262.5
8865,202.5
8866,180.0
8867,195.0
8868,172.5
8869,247.5
8870,150.0
8871,187.5
8872,150.0
8873,157.5
8874,195.0
8875,202.5
8876,157.5
8877,142.5
8878,187.5
8879,195.0
8880,210.0
8881,180.0
8882,187.5
8883,217.5
8884,202.5
8885,217.5
8886,202.5
8887,202.5
8888,202.5
8889,135.0
8890,135.0
8891,202.5
8892,187.5
8893,187.5
8894,217.5
8895,262.5
8896,217.5
8897,172.5
8898,225.0
8899,180.0
8900,157.5
8901,157.5
8902,232.5
8903,157.5
8904,187.5
8905,157.5
8906,202.5
8907,217.5
8908,165.0
8909,187.5
8910,172.5
8911,172.5
8912,202.5
8913,150.0
8914,187.5
8915,165.0
8916,127.5
8917,172.5
8918,187.5
8919,142.5
8920,187.5
8921,210.0
8922,97.5
8923,142.5
8924,202.5
8925,172.5
8926,82.5
8927,202.5
8928,195.0
8929,127.5
8930,157.5
8931,157.5
8932,232.5
8933,217.5
8934,52.5
8935,240.0
8936,202.5
8937,157.5
8938,172.5
8939,165.0
8940,225.0
8941,157.5
8942,202.5
8943,180.0
8944,127.5
8945,97.5
8946,240.0
8947,165.0
8948,150.0
8949,135.0
8950,127.5
8951,157.5
8952,232.5
8953,217.5
8954,67.5
8955,172.5
8956,120.0
8957,187.5
8958,150.0
8959,105.0
8960,142.5
8961,262.5
8962,202.5
8963,232.5
8964,120.0
8965,187.5
8966,217.5
8967,52.5
8968,202.5
8969,112.5
8970,127.5
8971,232.5
8972,97.5
8973,217.5
8974,75.0
8975,127.5
8976,75.0
8977,262.5
8978,232.5
8979,142.5
8980,225.0
8981,150.0
8982,127.5
8983,142.5
8984,142.5
8985,247.5
8986,142.5
8987,157.5
8988,202.5
8989,180.0
8990,187.5
8991,202.5
8992,187.5
8993,232.5
8994,195.0
8995,187.5
8996,112.5
8997,172.5
8998,165.0
8999,232.5
9000,150.0
9001,157.5
9002,202.5
9003,262.5
9004,120.0
9005,120.0
9006,82.5
9007,247.5
9008,210.0
9009,187.5
9010,255.0
9011,150.0
9012,157.5
9013,202.5
9014,187.5
9015,180.0
9016,165.0
9017,157.5
9018,172.5
9019,172.5
9020,195.0
9021,202.5
9022,217.5
9023,187.5
9024,180.0
9025,142.5
9026,202.5
9027,195.0
9028,187.5
9029,187.5
9030,150.0
9031,180.0
9032,195.0
9033,187.5
9034,240.0
9035,187.5
9036,202.5
9037,217.5
9038,187.5
9039,232.5
9040,172.5
9041,165.0
9042,172.5
9043,210.0
9044,202.5
9045,172.5
9046,157.5
9047,172.5
9048,172.5
9049,202.5
9050,157.5
9051,247.5
9052,210.0
9053,210.0
9054,187.5
9055,187.5
9056,202.5
9057,217.5
9058,247.5
9059,150.0
9060,150.0
9061,127.5
9062,217.5
9063,202.5
9064,217.5
9065,165.0
9066,180.0
9067,187.5
9068,187.5
9069,210.0
9070,187.5
9071,172.5
9072,202.5
9073,187.5
9074,187.5
9075,172.5
9076,172.5
9077,172.5
9078,157.5
9079,142.5
9080,232.5
9081,202.5
9082,187.5
9083,172.5
9084,217.5
9085,172.5
9086,217.5
9087,172.5
9088,157.5
9089,157.5
9090,202.5
9091,157.5
9092,157.5
9093,217.5
9094,180.0
9095,157.5
9096,202.5
9097,187.5
9098,187.5
9099,187.5
9100,217.5
9101,187.5
9102,217.5
9103,172.5
9104,157.5
9105,157.5
9106,172.5
9107,202.5
9108,120.0
9109,195.0
9110,225.0
9111,247.5
9112,187.5
9113,142.5
9114,202.5
9115,172.5
9116,180.0
9117,202.5
9118,225.0
9119,187.5
9120,202.5
9121,195.0
9122,112.5
9123,157.5
9124,187.5
9125,232.5
9126,202.5
9127,142.5
9128,142.5
9129,202.5
9130,157.5
9131,202.5
9132,180.0
9133,187.5
9134,172.5
9135,247.5
9136,232.5
9137,187.5
9138,180.0
9139,247.5
9140,225.0
9141,172.5
9142,172.5
9143,157.5
9144,232.5
9145,202.5
9146,187.5
9147,195.0
9148,187.5
9149,202.5
9150,127.5
9151,195.0
9152,217.5
9153,157.5
9154,187.5
9155,202.5
9156,187.5
9157,232.5
9158,187.5
9159,142.5
9160,142.5
9161,187.5
9162,157.5
9163,127.5
9164,187.5
9165,232.5
9166,232.5
9167,202.5
9168,187.5
9169,202.5
9170,210.0
9171,202.5
9172,180.0
9173,187.5
9174,157.5
9175,172.5
9176,202.5
9177,187.5
9178,247.5
9179,232.5
9180,240.0
9181,217.5
9182,187.5
9183,202.5
9184,247.5
9185,210.0
9186,172.5
9187,247.5
9188,247.5
9189,172.5
9190,187.5
9191,187.5
9192,172.5
9193,172.5
9194,172.5
9195,172.5
9196,172.5
9197,232.5
9198,195.0
9199,217.5
9200,202.5
9201,172.5
9202,217.5
9203,232.5
9204,187.5
9205,217.5
9206,195.0
9207,187.5
9208,187.5
9209,187.5
9210,210.0
9211,202.5
9212,150.0
9213,165.0
9214,157.5
9215,157.5
9216,202.5
9217,157.5
9218,172.5
9219,172.5
9220,157.5
9221,157.5
9222,157.5
9223,157.5
9224,165.0
9225,157.5
9226,172.5
9227,157.5
9228,157.5
9229,157.5
9230,187.5
9231,172.5
9232,157.5
9233,202.5
9234,187.5
9235,172.5
9236,202.5
9237,157.5
9238,157.5
9239,195.0
9240,202.5
9241,172.5
9242,157.5
9243,157.5
9244,187.5
9245,157.5
9246,165.0
9247,157.5
9248,187.5
9249,157.5
9250,172.5
9251,180.0
9252,150.0
9253,187.5
9254,157.5
9255,157.5
9256,150.0
9257,157.5
9258,150.0
9259,180.0
9260,202.5
9261,180.0
9262,187.5
9263,202.5
9264,172.5
9265,187.5
9266,157.5
9267,202.5
9268,157.5
9269,157.5
9270,187.5
9271,187.5
9272,172.5
9273,202.5
9274,202.5
9275,195.0
9276,172.5
9277,202.5
9278,210.0
9279,180.0
9280,202.5
9281,187.5
9282,165.0
9283,157.5
9284,157.5
9285,202.5
9286,202.5
9287,157.5
9288,172.5
9289,157.5
9290,157.5
9291,157.5
9292,157.5
9293,210.0
9294,157.5
9295,150.0
9296,157.5
9297,187.5
9298,157.5
9299,157.5
9300,157.5
9301,157.5
9302,150.0
9303,210.0
9304,180.0
9305,202.5
9306,195.0
9307,157.5
9308,172.5
9309,202.5
9310,202.5
9311,172.5
9312,187.5
9313,157.5
9314,202.5
9315,202.5
9316,157.5
9317,210.0
9318,150.0
9319,165.0
9320,157.5
9321,172.5
9322,187.5
9323,157.5
9324,157.5
9325,202.5
9326,172.5
9327,202.5
9328,142.5
9329,157.5
9330,157.5
9331,180.0
9332,142.5
9333,195.0
9334,165.0
9335,150.0
9336,172.5
9337,172.5
9338,210.0
9339,172.5
9340,142.5
9341,165.0
9342,180.0
9343,172.5
9344,142.5
9345,187.5
9346,157.5
9347,180.0
9348,157.5
9349,210.0
9350,157.5
9351,157.5
9352,142.5
9353,157.5
9354,187.5
9355,195.0
9356,172.5
9357,172.5
9358,142.5
9359,180.0
9360,142.5
9361,150.0
9362,202.5
9363,187.5
9364,157.5
9365,217.5
9366,202.5
9367,172.5
9368,187.5
9369,142.5
9370,142.5
9371,150.0
9372,157.5
9373,157.5
9374,187.5
9375,142.5
9376,180.0
9377,195.0
9378,150.0
9379,142.5
9380,172.5
9381,172.5
9382,157.5
9383,157.5
9384,142.5
9385,150.0
9386,142.5
9387,210.0
9388,180.0
9389,172.5
9390,142.5
9391,187.5
9392,187.5
9393,172.5
9394,157.5
9395,165.0
9396,157.5
9397,142.5
9398,202.5
9399,150.0
9400,142.5
9401,157.5
9402,172.5
9403,202.5
9404,142.5
9405,142.5
9406,142.5
9407,172.5
9408,165.0
9409,127.5
9410,172.5
9411,127.5
9412,142.5
9413,142.5
9414,172.5
9415,120.0
9416,135.0
9417,157.5
9418,142.5
9419,157.5
9420,135.0
9421,150.0
9422,150.0
9423,142.5
9424,427.5
9425,652.5
9426,540.0
9427,397.5
9428,457.5
9429,285.0
9430,382.5
9431,412.5
9432,397.5
9433,502.5
9434,232.5
9435,322.5
9436,495.0
9437,480.0
9438,457.5
9439,517.5
9440,442.5
9441,330.0
9442,397.5
9443,270.0
9444,337.5
9445,412.5
9446,285.0
9447,262.5
9448,225.0
9449,277.5
9450,150.0
9451,232.5
9452,247.5
9453,210.0
9454,262.5
9455,255.0
9456,195.0
9457,255.0
9458,262.5
9459,202.5
9460,232.5
9461,112.5
9462,232.5
9463,262.5
9464,247.5
9465,217.5
9466,255.0
9467,240.0
9468,202.5
9469,165.0
9470,225.0
9471,225.0
9472,240.0
9473,172.5
9474,262.5
9475,90.0
9476,270.0
9477,210.0
9478,217.5
9479,247.5
9480,187.5
9481,187.5
9482,157.5
9483,397.5
9484,292.5
9485,225.0
9486,285.0
9487,285.0
9488,262.5
9489,217.5
9490,270.0
9491,300.0
9492,292.5
9493,300.0
9494,292.5
9495,292.5
9496,292.5
9497,292.5
9498,232.5
9499,165.0
9500,292.5
9501,292.5
9502,285.0
9503,240.0
9504,277.5
9505,285.0
9506,172.5
9507,232.5
9508,247.5
9509,262.5
9510,262.5
9511,315.0
9512,240.0
9513,292.5
9514,292.5
9515,292.5
9516,285.0
9517,285.0
9518,292.5
9519,525.0
9520,202.5
9521,240.0
9522,187.5
9523,157.5
9524,195.0
9525,172.5
9526,217.5
9527,187.5
9528,180.0
9529,180.0
9530,187.5
9531,187.5
9532,247.5
9533,300.0
9534,292.5
9535,337.5
9536,262.5
9537,142.5
9538,52.5
9539,322.5
9540,97.5
9541,135.0
9542,232.5
9543,232.5
9544,337.5
9545,307.5
9546,187.5
9547,247.5
9548,172.5
9549,277.5
9550,247.5
9551,247.5
9552,277.5
9553,322.5
9554,262.5
9555,315.0
9556,150.0
9557,97.5
9558,195.0
9559,165.0
9560,202.5
9561,270.0
9562,142.5
9563,67.5
9564,240.0
9565,142.5
9566,240.0
9567,187.5
9568,202.5
9569,285.0
9570,240.0
9571,157.5
9572,172.5
9573,292.5
9574,270.0
9575,180.0
9576,157.5
9577,172.5
9578,382.5
9579,337.5
9580,337.5
9581,232.5
9582,225.0
9583,187.5
9584,277.5
9585,247.5
9586,255.0
9587,210.0
9588,495.0
9589,412.5
9590,367.5
9591,457.5
9592,472.5
9593,82.5
9594,187.5
9595,172.5
9596,82.5
9597,195.0
9598,240.0
9599,232.5
9600,225.0
9601,225.0
9602,225.0
9603,262.5
9604,225.0
9605,225.0
9606,232.5
9607,232.5
9608,225.0
9609,240.0
9610,217.5
9611,225.0
9612,322.5
9613,382.5
9614,202.5
9615,277.5
9616,322.5
9617,375.0
9618,367.5
9619,52.5
9620,210.0
9621,217.5
9622,60.0
9623,90.0
9624,120.0
9625,127.5
9626,202.5
9627,247.5
9628,157.5
9629,195.0
9630,225.0
9631,195.0
9632,270.0
9633,157.5
9634,165.0
9635,225.0
9636,307.5
9637,367.5
9638,427.5
9639,412.5
9640,337.5
9641,375.0
9642,322.5
9643,367.5
9644,397.5
9645,367.5
9646,375.0
9647,382.5
9648,517.5
9649,337.5
9650,217.5
9651,352.5
9652,390.0
9653,360.0
9654,247.5
9655,420.0
9656,435.0
9657,412.5
9658,367.5
9659,315.0
9660,262.5
9661,360.0
9662,262.5
9663,375.0
9664,262.5
9665,255.0
9666,292.5
9667,255.0
9668,187.5
9669,240.0
9670,120.0
9671,225.0
9672,262.5
9673,127.5
9674,217.5
9675,330.0
9676,277.5
9677,180.0
9678,240.0
9679,202.5
9680,420.0
9681,277.5
9682,277.5
9683,135.0
9684,150.0
9685,202.5
9686,232.5
9687,120.0
9688,382.5
9689,277.5
9690,240.0
9691,82.5
9692,187.5
9693,255.0
9694,165.0
9695,165.0
9696,120.0
9697,75.0
9698,217.5
9699,270.0
9700,232.5
9701,292.5
9702,225.0
9703,315.0
9704,345.0
9705,142.5
9706,255.0
9707,315.0
9708,157.5
9709,322.5
9710,45.0
9711,142.5
9712,277.5
9713,277.5
9714,90.0
9715,277.5
9716,292.5
9717,157.5
9718,157.5
9719,217.5
9720,112.5
9721,127.5
9722,165.0
9723,262.5
9724,112.5
9725,202.5
9726,75.0
9727,67.5
9728,187.5
9729,262.5
9730,397.5
9731,270.0
9732,82.5
9733,337.5
9734,90.0
9735,105.0
9736,135.0
9737,232.5
9738,90.0
9739,187.5
9740,315.0
9741,300.0
9742,120.0
9743,292.5
9744,60.0
9745,232.5
9746,307.5
9747,112.5
9748,157.5
9749,277.5
9750,262.5
9751,330.0
9752,292.5
9753,195.0
9754,262.5
9755,262.5
9756,247.5
9757,157.5
9758,330.0
9759,172.5
9760,255.0
9761,307.5
9762,300.0
9763,142.5
9764,195.0
9765,270.0
9766,210.0
9767,157.5
9768,247.5
9769,322.5
9770,157.5
9771,240.0
9772,202.5
9773,465.0
9774,360.0
9775,517.5
9776,367.5
9777,420.0
9778,435.0
9779,382.5
9780,262.5
9781,307.5
9782,300.0
9783,390.0
9784,142.5
9785,322.5
9786,82.5
9787,127.5
9788,292.5
9789,247.5
9790,255.0
9791,247.5
9792,195.0
9793,217.5
9794,262.5
9795,202.5
9796,255.0
9797,255.0
9798,187.5
9799,202.5
9800,232.5
9801,210.0
9802,225.0
9803,232.5
9804,195.0
9805,240.0
9806,247.5
9807,187.5
9808,232.5
9809,255.0
9810,187.5
9811,277.5
9812,232.5
9813,240.0
9814,195.0
9815,232.5
9816,352.5
9817,570.0
9818,577.5
9819,202.5
9820,157.5
9821,97.5
9822,217.5
9823,157.5
9824,112.5
9825,82.5
9826,180.0
9827,187.5
9828,202.5
9829,202.5
9830,187.5
9831,187.5
9832,180.0
9833,172.5
9834,172.5
9835,180.0
9836,195.0
9837,195.0
9838,172.5
9839,172.5
9840,180.0
9841,195.0
9842,195.0
9843,187.5
9844,187.5
9845,187.5
9846,375.0
9847,382.5
9848,135.0
9849,247.5
9850,232.5
9851,307.5
9852,82.5
9853,45.0
9854,60.0
9855,127.5
9856,157.5
9857,210.0
9858,337.5
9859,210.0
9860,225.0
9861,165.0
9862,172.5
9863,187.5
9864,247.5
9865,247.5
9866,247.5
9867,247.5
9868,247.5
9869,247.5
9870,247.5
9871,247.5
9872,247.5
9873,247.5
9874,262.5
9875,247.5
9876,292.5
9877,270.0
9878,270.0
9879,255.0
9880,225.0
9881,277.5
9882,300.0
9883,270.0
9884,270.0
9885,277.5
9886,285.0
9887,270.0
9888,262.5
9889,300.0
9890,270.0
9891,307.5
9892,360.0
9893,337.5
9894,382.5
9895,30.0
9896,67.5
9897,322.5
9898,382.5
9899,330.0
9900,90.0
9901,157.5
9902,247.5
9903,217.5
9904,262.5
9905,225.0
9906,307.5
9907,345.0
9908,217.5
9909,157.5
9910,127.5
9911,142.5
9912,202.5
9913,150.0
9914,157.5
9915,112.5
9916,142.5
9917,180.0
9918,112.5
9919,127.5
9920,232.5
9921,172.5
9922,187.5
9923,97.5
9924,157.5
9925,142.5
9926,135.0
9927,97.5
9928,127.5
9929,157.5
9930,82.5
9931,112.5
9932,187.5
9933,97.5
9934,112.5
9935,195.0
9936,157.5
9937,150.0
9938,142.5
9939,97.5
9940,112.5
9941,37.5
9942,142.5
9943,82.5
9944,180.0
9945,112.5
9946,97.5
9947,150.0
9948,127.5
9949,112.5
9950,187.5
9951,67.5
9952,105.0
9953,105.0
9954,112.5
9955,120.0
9956,120.0
9957,82.5
9958,157.5
9959,90.0
9960,97.5
9961,105.0
9962,112.5
9963,90.0
9964,172.5
9965,127.5
9966,172.5
9967,172.5
9968,135.0
9969,150.0
9970,217.5
9971,247.5
9972,322.5
9973,180.0
9974,172.5
9975,225.0
9976,172.5
9977,195.0
9978,352.5
9979,337.5
9980,367.5
9981,397.5
9982,307.5
9983,307.5
9984,247.5
9985,322.5
9986,337.5
9987,292.5
9988,247.5
9989,337.5
9990,232.5
9991,247.5
9992,247.5
9993,285.0
9994,337.5
9995,247.5
9996,307.5
9997,397.5
9998,465.0
9999,412.5
10000,555.0
10001,502.5
10002,540.0
10003,412.5
10004,142.5
10005,127.5
10006,202.5
10007,210.0
10008,472.5
10009,525.0
10010,247.5
10011,232.5
10012,187.5
10013,427.5
10014,187.5
10015,210.0
10016,202.5
10017,217.5
10018,217.5
10019,232.5
10020,157.5
10021,165.0
10022,172.5
10023,187.5
10024,187.5
10025,142.5
10026,127.5
10027,225.0
10028,52.5
10029,172.5
10030,217.5
10031,247.5
10032,367.5
10033,442.5
10034,232.5
10035,217.5
10036,247.5
10037,375.0
10038,247.5
10039,247.5
10040,232.5
10041,232.5
10042,217.5
10043,217.5
10044,247.5
10045,457.5
10046,450.0
10047,82.5
10048,60.0
10049,37.5
10050,45.0
10051,195.0
10052,247.5
10053,360.0
10054,270.0
10055,255.0
10056,247.5
10057,292.5
10058,262.5
10059,232.5
10060,232.5
10061,240.0
10062,232.5
10063,255.0
10064,255.0
10065,277.5
10066,292.5
10067,232.5
10068,270.0
10069,277.5
10070,225.0
10071,292.5
10072,217.5
10073,247.5
10074,277.5
10075,292.5
10076,300.0
10077,232.5
10078,277.5
10079,292.5
10080,202.5
10081,157.5
10082,270.0
10083,277.5
10084,285.0
10085,210.0
10086,255.0
10087,232.5
10088,292.5
10089,315.0
10090,277.5
10091,195.0
10092,270.0
10093,247.5
10094,352.5
10095,367.5
10096,337.5
10097,262.5
10098,217.5
10099,262.5
10100,285.0
10101,382.5
10102,315.0
10103,322.5
10104,427.5
10105,487.5
10106,457.5
10107,360.0
10108,517.5
10109,502.5
10110,397.5
10111,412.5
10112,322.5
10113,405.0
10114,480.0
10115,502.5
10116,517.5
10117,67.5
10118,472.5
10119,502.5
10120,465.0
10121,195.0
10122,172.5
10123,315.0
10124,225.0
10125,52.5
10126,172.5
10127,225.0
10128,142.5
