,ST_EXP
4135,112.5
4136,97.5
4137,142.5
4138,120.0
4139,150.0
4140,157.5
4141,112.5
4142,105.0
4143,112.5
4144,142.5
4145,127.5
4146,97.5
4147,112.5
4148,105.0
4149,127.5
4150,142.5
4151,135.0
4152,105.0
4153,127.5
4154,82.5
4155,105.0
4156,112.5
4157,97.5
4158,112.5
4159,142.5
4160,120.0
4161,105.0
4162,97.5
4163,142.5
4164,97.5
4165,142.5
4166,112.5
4167,142.5
4168,127.5
4169,142.5
4170,135.0
4171,165.0
4172,157.5
4173,97.5
4174,127.5
4175,127.5
4176,97.5
4177,97.5
4178,112.5
4179,112.5
4180,142.5
4181,120.0
4182,112.5
4183,97.5
4184,172.5
4185,142.5
4186,82.5
4187,112.5
4188,180.0
4189,127.5
4190,120.0
4191,97.5
4192,142.5
4193,142.5
4194,127.5
4195,157.5
4196,142.5
4197,97.5
4198,157.5
4199,127.5
4200,112.5
4201,127.5
4202,97.5
4203,172.5
4204,105.0
4205,97.5
4206,150.0
4207,127.5
4208,112.5
4209,97.5
4210,135.0
4211,127.5
4212,142.5
4213,120.0
4214,97.5
4215,112.5
4216,97.5
4217,97.5
4218,142.5
4219,82.5
4220,142.5
4221,105.0
4222,112.5
4223,112.5
4224,112.5
4225,105.0
4226,105.0
4227,142.5
4228,142.5
4229,112.5
4230,142.5
4231,97.5
4232,112.5
4233,97.5
4234,112.5
4235,97.5
4236,142.5
4237,112.5
4238,142.5
4239,105.0
4240,142.5
4241,90.0
4242,97.5
4243,127.5
4244,112.5
4245,142.5
4246,135.0
4247,97.5
4248,97.5
4249,112.5
4250,112.5
4251,97.5
4252,127.5
4253,97.5
4254,97.5
4255,97.5
4256,97.5
4257,127.5
4258,112.5
4259,97.5
4260,142.5
4261,75.0
4262,135.0
4263,67.5
4264,82.5
4265,97.5
4266,142.5
4267,97.5
4268,97.5
4269,112.5
4270,112.5
4271,112.5
4272,142.5
4273,127.5
4274,127.5
4275,157.5
4276,90.0
4277,142.5
4278,142.5
4279,82.5
4280,127.5
4281,120.0
4282,82.5
4283,127.5
4284,150.0
4285,120.0
4286,172.5
4287,112.5
4288,142.5
4289,127.5
4290,127.5
4291,97.5
4292,127.5
4293,112.5
4294,142.5
4295,112.5
4296,82.5
4297,127.5
4298,142.5
4299,112.5
4300,142.5
4301,97.5
4302,112.5
4303,90.0
4304,97.5
4305,112.5
4306,105.0
4307,112.5
4308,82.5
4309,127.5
4310,142.5
4311,112.5
4312,82.5
4313,82.5
4314,82.5
4315,82.5
4316,75.0
4317,90.0
4318,75.0
4319,82.5
4320,82.5
4321,82.5
4322,75.0
4323,82.5
4324,75.0
4325,82.5
4326,82.5
4327,82.5
4328,82.5
4329,75.0
4330,97.5
4331,82.5
4332,97.5
4333,75.0
4334,97.5
4335,75.0
4336,82.5
4337,75.0
4338,82.5
4339,75.0
4340,90.0
4341,82.5
4342,97.5
4343,97.5
4344,105.0
4345,105.0
4346,127.5
4347,135.0
4348,112.5
4349,97.5
4350,97.5
4351,90.0
4352,97.5
4353,97.5
4354,112.5
4355,82.5
4356,82.5
4357,90.0
4358,97.5
4359,97.5
4360,90.0
4361,90.0
4362,82.5
4363,120.0
4364,90.0
4365,97.5
4366,82.5
4367,97.5
4368,82.5
4369,90.0
4370,90.0
4371,105.0
4372,97.5
4373,82.5
4374,97.5
4375,82.5
4376,90.0
4377,97.5
4378,82.5
4379,97.5
4380,105.0
4381,97.5
4382,112.5
4383,90.0
4384,82.5
4385,97.5
4386,97.5
4387,97.5
4388,90.0
4389,97.5
4390,82.5
4391,105.0
4392,90.0
4393,82.5
4394,82.5
4395,82.5
4396,105.0
4397,105.0
4398,90.0
4399,90.0
4400,90.0
4401,105.0
4402,82.5
4403,82.5
4404,82.5
4405,97.5
4406,97.5
4407,97.5
4408,82.5
4409,97.5
4410,82.5
4411,90.0
4412,97.5
4413,90.0
4414,90.0
4415,97.5
4416,82.5
4417,82.5
4418,97.5
4419,90.0
4420,75.0
4421,90.0
4422,82.5
4423,82.5
4424,82.5
4425,127.5
4426,52.5
4427,82.5
4428,97.5
4429,97.5
4430,75.0
4431,82.5
4432,82.5
4433,82.5
4434,82.5
4435,97.5
4436,82.5
4437,82.5
4438,97.5
4439,82.5
4440,97.5
4441,97.5
4442,82.5
4443,82.5
4444,82.5
4445,97.5
4446,82.5
4447,82.5
4448,82.5
4449,82.5
4450,82.5
4451,82.5
4452,97.5
4453,90.0
4454,90.0
4455,97.5
4456,97.5
4457,90.0
4458,90.0
4459,112.5
4460,97.5
4461,90.0
4462,97.5
4463,97.5
4464,82.5
4465,67.5
4466,97.5
4467,97.5
4468,120.0
4469,112.5
4470,97.5
4471,97.5
4472,97.5
4473,90.0
4474,97.5
4475,97.5
4476,97.5
4477,97.5
4478,82.5
4479,97.5
4480,97.5
4481,97.5
4482,82.5
4483,97.5
4484,97.5
4485,97.5
4486,112.5
4487,97.5
4488,97.5
4489,97.5
4490,97.5
4491,97.5
4492,90.0
4493,105.0
4494,112.5
4495,97.5
4496,105.0
4497,97.5
4498,97.5
4499,105.0
4500,90.0
4501,90.0
4502,90.0
4503,97.5
4504,105.0
4505,97.5
4506,112.5
4507,97.5
4508,217.5
4509,187.5
4510,82.5
4511,127.5
4512,142.5
4513,172.5
4514,157.5
4515,195.0
4516,127.5
4517,232.5
4518,135.0
4519,157.5
4520,157.5
4521,142.5
4522,142.5
4523,142.5
4524,142.5
4525,142.5
4526,142.5
4527,60.0
4528,187.5
4529,187.5
4530,165.0
4531,97.5
4532,187.5
4533,202.5
4534,157.5
4535,202.5
4536,202.5
4537,165.0
4538,202.5
4539,195.0
4540,232.5
4541,150.0
4542,225.0
4543,180.0
4544,187.5
4545,187.5
4546,142.5
4547,172.5
4548,135.0
4549,157.5
4550,157.5
4551,120.0
4552,157.5
4553,172.5
4554,142.5
4555,202.5
4556,67.5
4557,187.5
4558,67.5
4559,105.0
4560,142.5
4561,210.0
4562,225.0
4563,150.0
4564,52.5
4565,142.5
4566,142.5
4567,150.0
4568,172.5
4569,187.5
4570,112.5
4571,172.5
4572,172.5
4573,82.5
4574,172.5
4575,202.5
4576,90.0
4577,187.5
4578,150.0
4579,180.0
4580,165.0
4581,172.5
4582,187.5
4583,195.0
4584,157.5
4585,195.0
4586,180.0
4587,157.5
4588,67.5
4589,187.5
4590,150.0
4591,187.5
4592,82.5
4593,127.5
4594,172.5
4595,142.5
4596,172.5
4597,202.5
4598,90.0
4599,202.5
4600,217.5
4601,187.5
4602,187.5
4603,180.0
4604,127.5
4605,210.0
4606,187.5
4607,202.5
4608,195.0
4609,165.0
4610,112.5
4611,135.0
4612,202.5
4613,172.5
4614,82.5
4615,187.5
4616,187.5
4617,157.5
4618,225.0
4619,157.5
4620,67.5
4621,142.5
4622,127.5
4623,142.5
4624,187.5
4625,157.5
4626,172.5
4627,82.5
4628,180.0
4629,150.0
4630,172.5
4631,75.0
4632,202.5
4633,180.0
4634,157.5
4635,172.5
4636,165.0
4637,172.5
4638,187.5
4639,172.5
4640,172.5
4641,217.5
4642,142.5
4643,232.5
4644,112.5
4645,142.5
4646,157.5
4647,75.0
4648,210.0
4649,172.5
4650,217.5
4651,172.5
4652,157.5
4653,165.0
4654,172.5
4655,157.5
4656,172.5
4657,172.5
4658,217.5
4659,187.5
4660,187.5
4661,82.5
4662,210.0
4663,225.0
4664,195.0
4665,202.5
4666,232.5
4667,187.5
4668,112.5
4669,142.5
4670,52.5
4671,165.0
4672,120.0
4673,135.0
4674,127.5
4675,180.0
4676,150.0
4677,172.5
4678,157.5
4679,67.5
4680,105.0
4681,157.5
4682,150.0
4683,142.5
4684,97.5
4685,135.0
4686,142.5
4687,142.5
4688,172.5
4689,157.5
4690,97.5
4691,142.5
4692,195.0
4693,172.5
4694,157.5
4695,210.0
4696,195.0
4697,225.0
4698,150.0
4699,135.0
4700,142.5
4701,142.5
4702,172.5
4703,157.5
4704,142.5
4705,142.5
4706,157.5
4707,150.0
4708,157.5
4709,157.5
4710,142.5
4711,157.5
4712,142.5
4713,142.5
4714,157.5
4715,157.5
4716,172.5
4717,142.5
4718,157.5
4719,135.0
4720,150.0
4721,142.5
4722,142.5
4723,157.5
4724,142.5
4725,180.0
4726,127.5
4727,142.5
4728,127.5
4729,142.5
4730,157.5
4731,157.5
4732,157.5
4733,172.5
4734,127.5
4735,142.5
4736,127.5
4737,142.5
4738,135.0
4739,157.5
4740,120.0
4741,142.5
4742,157.5
4743,150.0
4744,127.5
4745,37.5
4746,105.0
4747,97.5
4748,97.5
4749,135.0
4750,120.0
4751,90.0
4752,52.5
4753,97.5
4754,112.5
4755,82.5
4756,157.5
4757,157.5
4758,172.5
4759,142.5
4760,82.5
4761,75.0
4762,60.0
4763,82.5
4764,112.5
4765,97.5
4766,82.5
4767,112.5
4768,97.5
4769,97.5
4770,97.5
4771,75.0
4772,112.5
4773,97.5
4774,97.5
4775,120.0
4776,135.0
4777,135.0
4778,157.5
4779,90.0
4780,82.5
4781,127.5
4782,97.5
4783,105.0
4784,97.5
4785,112.5
4786,97.5
4787,67.5
4788,75.0
4789,112.5
4790,112.5
4791,97.5
4792,112.5
4793,82.5
4794,105.0
4795,142.5
4796,120.0
4797,82.5
4798,127.5
4799,120.0
4800,127.5
4801,127.5
4802,112.5
4803,97.5
4804,120.0
4805,82.5
4806,112.5
4807,127.5
4808,105.0
4809,97.5
4810,142.5
4811,105.0
4812,105.0
4813,112.5
4814,120.0
4815,97.5
4816,112.5
4817,120.0
4818,90.0
4819,142.5
4820,142.5
4821,97.5
4822,105.0
4823,105.0
4824,112.5
4825,112.5
4826,75.0
4827,112.5
4828,112.5
4829,112.5
4830,127.5
4831,82.5
4832,127.5
4833,142.5
4834,112.5
4835,120.0
4836,112.5
4837,120.0
4838,105.0
4839,112.5
4840,112.5
4841,157.5
4842,127.5
4843,112.5
4844,105.0
4845,105.0
4846,105.0
4847,82.5
4848,97.5
4849,112.5
4850,97.5
4851,97.5
4852,150.0
4853,112.5
4854,127.5
4855,82.5
4856,142.5
4857,97.5
4858,127.5
4859,112.5
4860,112.5
4861,97.5
4862,82.5
4863,97.5
4864,142.5
4865,97.5
4866,82.5
4867,112.5
4868,60.0
4869,180.0
4870,75.0
4871,127.5
4872,157.5
4873,187.5
4874,112.5
4875,52.5
4876,142.5
4877,172.5
4878,172.5
4879,202.5
4880,142.5
4881,165.0
4882,157.5
4883,157.5
4884,157.5
4885,165.0
4886,187.5
4887,157.5
4888,172.5
4889,157.5
4890,172.5
4891,150.0
4892,172.5
4893,157.5
4894,157.5
4895,187.5
4896,157.5
4897,157.5
4898,45.0
4899,82.5
4900,112.5
4901,127.5
4902,82.5
4903,112.5
4904,112.5
4905,112.5
4906,127.5
4907,112.5
4908,112.5
4909,112.5
4910,142.5
4911,120.0
4912,127.5
4913,97.5
4914,112.5
4915,97.5
4916,112.5
4917,82.5
4918,112.5
4919,120.0
4920,120.0
4921,105.0
4922,120.0
4923,97.5
4924,127.5
4925,127.5
4926,112.5
4927,127.5
4928,82.5
4929,112.5
4930,112.5
4931,112.5
4932,82.5
4933,112.5
4934,97.5
4935,135.0
4936,97.5
4937,105.0
4938,142.5
4939,97.5
4940,97.5
4941,112.5
4942,112.5
4943,120.0
4944,97.5
4945,112.5
4946,112.5
4947,105.0
4948,97.5
4949,82.5
4950,97.5
4951,97.5
4952,112.5
4953,97.5
4954,82.5
4955,112.5
4956,97.5
4957,82.5
4958,112.5
4959,112.5
4960,157.5
4961,142.5
4962,97.5
4963,142.5
4964,142.5
4965,157.5
4966,135.0
4967,157.5
4968,157.5
4969,112.5
4970,127.5
4971,112.5
4972,187.5
4973,142.5
4974,157.5
4975,97.5
4976,142.5
4977,105.0
4978,112.5
4979,142.5
4980,90.0
4981,157.5
4982,105.0
4983,127.5
4984,97.5
4985,142.5
4986,127.5
4987,112.5
4988,127.5
4989,127.5
4990,120.0
4991,127.5
4992,112.5
4993,105.0
4994,135.0
4995,112.5
4996,97.5
4997,97.5
4998,112.5
4999,105.0
5000,127.5
5001,105.0
5002,112.5
5003,105.0
5004,112.5
5005,142.5
5006,112.5
5007,142.5
5008,142.5
5009,90.0
5010,97.5
5011,112.5
5012,90.0
5013,112.5
5014,82.5
5015,97.5
5016,112.5
5017,97.5
5018,112.5
5019,82.5
5020,75.0
5021,97.5
5022,75.0
5023,135.0
5024,180.0
5025,157.5
5026,127.5
5027,142.5
5028,157.5
5029,187.5
5030,180.0
5031,210.0
5032,187.5
5033,172.5
5034,202.5
5035,202.5
5036,217.5
5037,217.5
5038,187.5
5039,232.5
5040,97.5
5041,142.5
5042,157.5
5043,187.5
5044,157.5
5045,172.5
5046,142.5
5047,142.5
5048,157.5
5049,127.5
5050,157.5
5051,157.5
5052,157.5
5053,157.5
5054,172.5
5055,142.5
5056,142.5
5057,142.5
5058,180.0
5059,180.0
5060,142.5
5061,157.5
5062,142.5
5063,127.5
5064,150.0
5065,157.5
5066,217.5
5067,210.0
5068,217.5
5069,217.5
5070,232.5
5071,142.5
5072,157.5
5073,157.5
5074,150.0
5075,172.5
5076,157.5
5077,127.5
5078,142.5
5079,165.0
5080,142.5
5081,142.5
5082,142.5
5083,157.5
5084,142.5
5085,127.5
5086,142.5
5087,142.5
5088,172.5
5089,157.5
5090,172.5
5091,127.5
5092,157.5
5093,142.5
5094,142.5
5095,142.5
5096,127.5
5097,172.5
5098,150.0
5099,142.5
5100,157.5
5101,157.5
5102,187.5
5103,172.5
5104,142.5
5105,142.5
5106,120.0
5107,165.0
5108,37.5
5109,135.0
5110,82.5
5111,37.5
5112,157.5
5113,120.0
5114,127.5
5115,127.5
5116,142.5
5117,142.5
5118,150.0
5119,150.0
5120,97.5
5121,142.5
5122,127.5
5123,157.5
5124,142.5
5125,157.5
5126,135.0
5127,157.5
5128,142.5
5129,202.5
5130,127.5
5131,157.5
5132,142.5
5133,157.5
5134,165.0
5135,142.5
5136,112.5
5137,172.5
5138,127.5
5139,180.0
5140,165.0
5141,135.0
5142,127.5
5143,135.0
5144,165.0
5145,112.5
5146,112.5
5147,165.0
5148,127.5
5149,112.5
5150,165.0
5151,127.5
5152,112.5
5153,127.5
5154,127.5
5155,82.5
5156,82.5
5157,142.5
5158,157.5
5159,97.5
5160,112.5
5161,67.5
5162,135.0
5163,135.0
5164,157.5
5165,112.5
5166,172.5
5167,187.5
5168,172.5
5169,157.5
5170,112.5
5171,172.5
5172,75.0
5173,150.0
5174,127.5
5175,180.0
5176,67.5
5177,120.0
5178,97.5
5179,30.0
5180,217.5
5181,172.5
5182,172.5
5183,112.5
5184,187.5
5185,202.5
5186,142.5
5187,52.5
5188,120.0
5189,172.5
5190,127.5
5191,75.0
5192,105.0
5193,82.5
5194,165.0
5195,37.5
5196,105.0
5197,90.0
5198,142.5
5199,97.5
5200,165.0
5201,172.5
5202,120.0
5203,127.5
5204,82.5
5205,135.0
5206,120.0
5207,75.0
5208,142.5
5209,135.0
5210,165.0
5211,157.5
5212,142.5
5213,120.0
5214,150.0
5215,142.5
5216,112.5
5217,142.5
5218,142.5
5219,112.5
5220,172.5
5221,142.5
5222,112.5
5223,150.0
5224,127.5
5225,202.5
5226,172.5
5227,135.0
5228,157.5
5229,127.5
5230,120.0
5231,142.5
5232,157.5
5233,112.5
5234,172.5
5235,180.0
5236,120.0
5237,120.0
5238,120.0
5239,127.5
5240,82.5
5241,97.5
5242,112.5
5243,105.0
5244,135.0
5245,135.0
5246,165.0
5247,142.5
5248,187.5
5249,165.0
5250,127.5
5251,97.5
5252,142.5
5253,105.0
5254,135.0
5255,97.5
5256,157.5
5257,97.5
5258,157.5
5259,172.5
5260,127.5
5261,90.0
5262,97.5
5263,142.5
5264,127.5
5265,157.5
5266,172.5
5267,105.0
5268,127.5
5269,105.0
5270,172.5
5271,112.5
5272,97.5
5273,172.5
5274,112.5
5275,142.5
5276,127.5
5277,135.0
5278,157.5
5279,127.5
5280,165.0
5281,127.5
5282,150.0
5283,142.5
5284,187.5
5285,127.5
5286,97.5
5287,157.5
5288,112.5
5289,97.5
5290,75.0
5291,135.0
5292,150.0
5293,142.5
5294,187.5
5295,157.5
5296,142.5
5297,142.5
5298,172.5
5299,150.0
5300,150.0
5301,165.0
5302,150.0
5303,157.5
5304,157.5
5305,150.0
5306,165.0
5307,150.0
5308,165.0
5309,142.5
5310,165.0
5311,157.5
5312,172.5
5313,157.5
5314,202.5
5315,142.5
5316,142.5
5317,172.5
5318,150.0
5319,157.5
5320,157.5
5321,187.5
5322,172.5
5323,172.5
5324,187.5
5325,150.0
5326,120.0
5327,157.5
5328,157.5
5329,157.5
5330,150.0
5331,112.5
5332,172.5
5333,172.5
5334,172.5
5335,157.5
5336,157.5
5337,157.5
5338,157.5
5339,157.5
5340,157.5
5341,157.5
5342,172.5
5343,157.5
5344,157.5
5345,157.5
5346,157.5
5347,157.5
5348,187.5
5349,157.5
5350,187.5
5351,165.0
5352,142.5
5353,157.5
5354,187.5
5355,157.5
5356,157.5
5357,172.5
5358,157.5
5359,157.5
5360,157.5
5361,142.5
5362,172.5
5363,165.0
5364,150.0
5365,150.0
5366,150.0
5367,150.0
5368,150.0
5369,150.0
5370,150.0
5371,150.0
5372,150.0
5373,157.5
5374,157.5
5375,172.5
5376,157.5
5377,157.5
5378,127.5
5379,127.5
5380,172.5
5381,127.5
5382,202.5
5383,157.5
5384,157.5
5385,150.0
5386,150.0
5387,157.5
5388,142.5
5389,195.0
5390,142.5
5391,90.0
5392,150.0
5393,150.0
5394,105.0
5395,142.5
5396,120.0
5397,150.0
5398,112.5
5399,112.5
5400,157.5
5401,127.5
5402,157.5
5403,157.5
5404,172.5
5405,142.5
5406,187.5
5407,187.5
5408,142.5
5409,172.5
5410,202.5
5411,172.5
5412,172.5
5413,172.5
5414,187.5
5415,150.0
5416,180.0
5417,142.5
5418,157.5
5419,142.5
5420,142.5
5421,172.5
5422,120.0
5423,157.5
5424,142.5
5425,187.5
5426,157.5
5427,202.5
5428,172.5
5429,150.0
5430,187.5
5431,172.5
5432,187.5
5433,157.5
5434,142.5
5435,142.5
5436,112.5
5437,187.5
5438,172.5
5439,172.5
5440,97.5
5441,142.5
5442,172.5
5443,187.5
5444,150.0
5445,135.0
5446,172.5
5447,135.0
5448,172.5
5449,172.5
5450,97.5
5451,172.5
5452,105.0
5453,150.0
5454,142.5
5455,172.5
5456,142.5
5457,187.5
5458,142.5
5459,187.5
5460,165.0
5461,187.5
5462,187.5
5463,180.0
5464,157.5
5465,150.0
5466,187.5
5467,142.5
5468,142.5
5469,135.0
5470,142.5
5471,135.0
5472,135.0
5473,135.0
5474,112.5
5475,120.0
5476,157.5
5477,172.5
5478,187.5
5479,135.0
5480,150.0
5481,142.5
5482,187.5
5483,187.5
5484,142.5
5485,135.0
5486,135.0
5487,150.0
5488,112.5
5489,120.0
5490,112.5
5491,120.0
5492,75.0
5493,172.5
5494,172.5
5495,60.0
5496,112.5
5497,37.5
5498,52.5
5499,157.5
5500,187.5
5501,142.5
5502,52.5
5503,142.5
5504,82.5
5505,127.5
5506,142.5
5507,157.5
5508,112.5
5509,97.5
5510,97.5
5511,97.5
5512,157.5
5513,120.0
5514,165.0
5515,262.5
5516,105.0
5517,232.5
5518,127.5
5519,90.0
5520,142.5
5521,142.5
5522,142.5
5523,142.5
5524,142.5
5525,157.5
5526,135.0
5527,157.5
5528,127.5
5529,127.5
5530,142.5
5531,187.5
5532,172.5
5533,52.5
5534,157.5
5535,142.5
5536,67.5
5537,150.0
5538,142.5
5539,150.0
5540,157.5
5541,157.5
5542,142.5
5543,150.0
5544,30.0
5545,135.0
5546,150.0
5547,150.0
5548,135.0
5549,172.5
5550,172.5
5551,157.5
5552,135.0
5553,142.5
5554,142.5
5555,142.5
5556,135.0
5557,150.0
5558,150.0
5559,172.5
5560,157.5
5561,180.0
5562,142.5
5563,127.5
5564,172.5
5565,187.5
5566,172.5
5567,142.5
5568,112.5
5569,127.5
5570,112.5
5571,232.5
5572,142.5
5573,217.5
5574,180.0
5575,180.0
5576,135.0
5577,217.5
5578,180.0
5579,142.5
5580,225.0
5581,172.5
5582,217.5
5583,165.0
5584,180.0
5585,142.5
5586,195.0
5587,157.5
5588,225.0
5589,150.0
5590,217.5
5591,165.0
5592,195.0
5593,150.0
5594,157.5
5595,180.0
5596,157.5
5597,210.0
5598,172.5
5599,195.0
5600,142.5
5601,262.5
5602,180.0
5603,232.5
5604,180.0
5605,240.0
5606,165.0
5607,195.0
5608,202.5
5609,172.5
5610,187.5
5611,172.5
5612,225.0
5613,142.5
5614,157.5
5615,150.0
5616,165.0
5617,150.0
5618,247.5
5619,142.5
5620,172.5
5621,165.0
5622,157.5
5623,202.5
5624,142.5
5625,180.0
5626,157.5
5627,187.5
5628,142.5
5629,195.0
5630,210.0
5631,262.5
5632,127.5
5633,172.5
5634,150.0
5635,210.0
5636,142.5
5637,142.5
5638,172.5
5639,180.0
5640,202.5
5641,135.0
5642,187.5
5643,112.5
5644,217.5
5645,142.5
5646,202.5
5647,150.0
5648,187.5
5649,172.5
5650,172.5
5651,187.5
5652,112.5
5653,127.5
5654,30.0
5655,142.5
5656,195.0
5657,225.0
5658,195.0
5659,240.0
5660,120.0
5661,232.5
5662,232.5
5663,142.5
5664,240.0
5665,165.0
5666,52.5
5667,97.5
5668,82.5
5669,97.5
5670,97.5
5671,112.5
5672,112.5
5673,97.5
5674,97.5
5675,97.5
5676,82.5
5677,112.5
5678,180.0
5679,210.0
5680,210.0
5681,202.5
5682,202.5
5683,195.0
5684,142.5
5685,112.5
5686,157.5
5687,105.0
5688,135.0
5689,97.5
5690,112.5
5691,127.5
5692,112.5
5693,142.5
5694,112.5
5695,180.0
5696,150.0
5697,142.5
5698,120.0
5699,127.5
5700,157.5
5701,142.5
5702,157.5
5703,187.5
5704,127.5
5705,112.5
5706,135.0
5707,97.5
5708,120.0
5709,127.5
5710,127.5
5711,210.0
5712,112.5
5713,142.5
5714,142.5
5715,150.0
5716,127.5
5717,112.5
5718,97.5
5719,127.5
5720,97.5
5721,135.0
5722,120.0
5723,97.5
5724,157.5
5725,142.5
5726,165.0
5727,112.5
5728,112.5
5729,142.5
5730,112.5
5731,187.5
5732,127.5
5733,127.5
5734,120.0
5735,142.5
5736,127.5
5737,127.5
5738,120.0
5739,127.5
5740,157.5
5741,127.5
5742,127.5
5743,120.0
5744,127.5
5745,142.5
5746,157.5
5747,142.5
5748,135.0
5749,135.0
5750,127.5
5751,127.5
5752,210.0
5753,112.5
5754,157.5
5755,112.5
5756,157.5
5757,127.5
5758,172.5
5759,97.5
5760,127.5
5761,127.5
5762,142.5
5763,165.0
5764,135.0
5765,157.5
5766,127.5
5767,142.5
5768,127.5
5769,157.5
5770,135.0
5771,135.0
5772,127.5
5773,127.5
5774,127.5
5775,142.5
5776,127.5
5777,127.5
5778,165.0
5779,112.5
5780,120.0
5781,187.5
5782,105.0
5783,172.5
5784,127.5
5785,157.5
5786,120.0
5787,135.0
5788,127.5
5789,135.0
5790,142.5
5791,82.5
5792,180.0
5793,127.5
5794,127.5
5795,127.5
5796,127.5
5797,97.5
5798,135.0
5799,157.5
5800,97.5
5801,120.0
5802,112.5
5803,112.5
5804,82.5
5805,120.0
5806,172.5
5807,90.0
5808,157.5
5809,112.5
5810,120.0
5811,82.5
5812,262.5
5813,112.5
5814,97.5
5815,82.5
5816,127.5
5817,112.5
5818,187.5
5819,82.5
5820,127.5
5821,157.5
5822,75.0
5823,127.5
5824,112.5
5825,82.5
5826,120.0
5827,157.5
5828,142.5
5829,120.0
5830,150.0
5831,157.5
5832,97.5
5833,97.5
5834,60.0
5835,112.5
5836,142.5
5837,97.5
5838,112.5
5839,135.0
5840,120.0
5841,135.0
5842,112.5
5843,97.5
5844,157.5
5845,157.5
5846,142.5
5847,127.5
5848,112.5
5849,202.5
5850,120.0
5851,195.0
5852,82.5
5853,112.5
5854,90.0
5855,82.5
5856,135.0
5857,97.5
5858,157.5
5859,127.5
5860,97.5
5861,142.5
5862,187.5
5863,97.5
5864,90.0
5865,112.5
5866,97.5
5867,82.5
5868,157.5
5869,150.0
5870,157.5
5871,97.5
5872,165.0
5873,135.0
5874,135.0
5875,120.0
5876,120.0
5877,127.5
5878,127.5
5879,82.5
5880,240.0
5881,225.0
5882,255.0
5883,180.0
5884,262.5
5885,232.5
5886,247.5
5887,247.5
5888,217.5
5889,262.5
5890,262.5
5891,262.5
5892,247.5
5893,270.0
5894,247.5
5895,240.0
5896,187.5
5897,202.5
5898,247.5
5899,232.5
5900,247.5
5901,262.5
5902,247.5
5903,262.5
5904,262.5
5905,210.0
5906,210.0
5907,270.0
5908,292.5
5909,255.0
5910,217.5
5911,217.5
5912,165.0
5913,262.5
5914,232.5
5915,240.0
5916,262.5
5917,277.5
5918,255.0
5919,300.0
5920,277.5
5921,337.5
5922,277.5
5923,292.5
5924,270.0
5925,262.5
5926,172.5
5927,277.5
5928,262.5
5929,262.5
5930,247.5
5931,255.0
5932,225.0
5933,277.5
5934,255.0
5935,225.0
5936,285.0
5937,232.5
5938,262.5
5939,277.5
5940,262.5
5941,262.5
5942,262.5
5943,270.0
5944,232.5
5945,202.5
5946,247.5
5947,307.5
5948,232.5
5949,270.0
5950,307.5
5951,262.5
5952,270.0
5953,307.5
5954,292.5
5955,262.5
5956,262.5
5957,247.5
5958,262.5
5959,232.5
5960,262.5
5961,232.5
5962,270.0
5963,262.5
5964,285.0
5965,135.0
5966,247.5
5967,247.5
5968,255.0
5969,247.5
5970,285.0
5971,217.5
5972,277.5
5973,277.5
5974,232.5
5975,210.0
5976,232.5
5977,262.5
5978,307.5
5979,262.5
5980,232.5
5981,232.5
5982,232.5
5983,225.0
5984,247.5
5985,225.0
5986,247.5
5987,240.0
5988,232.5
5989,232.5
5990,232.5
5991,232.5
5992,202.5
5993,232.5
5994,232.5
5995,247.5
5996,300.0
5997,262.5
5998,262.5
5999,292.5
6000,262.5
6001,247.5
6002,247.5
6003,217.5
6004,217.5
6005,277.5
6006,247.5
6007,277.5
6008,247.5
6009,262.5
6010,232.5
6011,262.5
6012,232.5
6013,232.5
6014,232.5
6015,247.5
6016,262.5
6017,247.5
6018,277.5
6019,262.5
6020,240.0
6021,247.5
6022,262.5
6023,240.0
6024,247.5
6025,247.5
6026,285.0
6027,285.0
6028,232.5
6029,262.5
6030,262.5
6031,277.5
6032,247.5
6033,210.0
6034,262.5
6035,255.0
6036,255.0
6037,292.5
6038,262.5
6039,277.5
6040,262.5
6041,262.5
6042,262.5
6043,247.5
6044,270.0
6045,292.5
6046,225.0
6047,262.5
6048,262.5
6049,262.5
6050,262.5
6051,262.5
6052,270.0
6053,247.5
6054,240.0
6055,105.0
6056,232.5
6057,277.5
6058,217.5
6059,217.5
6060,277.5
6061,247.5
6062,247.5
6063,262.5
6064,225.0
6065,277.5
6066,247.5
6067,247.5
6068,202.5
6069,232.5
6070,180.0
6071,232.5
6072,240.0
6073,247.5
6074,217.5
6075,232.5
6076,142.5
6077,157.5
6078,142.5
6079,142.5
6080,150.0
6081,127.5
6082,157.5
6083,127.5
6084,142.5
6085,142.5
6086,127.5
6087,142.5
6088,142.5
6089,180.0
6090,142.5
6091,150.0
6092,142.5
6093,142.5
6094,157.5
6095,142.5
6096,142.5
6097,150.0
6098,150.0
6099,157.5
6100,142.5
6101,142.5
6102,142.5
6103,142.5
6104,127.5
6105,157.5
6106,142.5
6107,142.5
6108,142.5
6109,142.5
6110,157.5
6111,142.5
6112,127.5
6113,142.5
6114,142.5
6115,127.5
6116,142.5
6117,142.5
6118,135.0
6119,142.5
6120,157.5
6121,127.5
6122,142.5
6123,157.5
6124,150.0
6125,142.5
6126,142.5
6127,157.5
6128,135.0
6129,127.5
6130,157.5
6131,142.5
6132,142.5
